epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,22380.9,1.36937,0.88143,0.99615,0.634,0.36748,0.39898,0.22033,1.30064,0.7709,0.95777,0.008812,0.008812,0.008812
14,24590,1.36406,0.87711,0.99472,0.63674,0.36815,0.39945,0.22134,1.29924,0.76924,0.95721,0.008713,0.008713,0.008713
15,26801.2,1.36229,0.87264,0.99336,0.63874,0.3689,0.40124,0.22225,1.29774,0.76775,0.9566,0.008614,0.008614,0.008614
16,29001,1.36116,0.87031,0.99308,0.64101,0.36954,0.40304,0.22302,1.29644,0.76639,0.95604,0.008515,0.008515,0.008515
17,31205.8,1.3559,0.86678,0.99148,0.64061,0.3696,0.40369,0.22327,1.29539,0.76519,0.95568,0.008416,0.008416,0.008416
18,33403.3,1.35561,0.86542,0.9913,0.63968,0.37023,0.40413,0.22369,1.29446,0.76408,0.95539,0.008317,0.008317,0.008317
19,35603.7,1.35457,0.86413,0.99117,0.64436,0.36782,0.40506,0.22422,1.2935,0.76297,0.95491,0.008218,0.008218,0.008218
20,37800,1.35167,0.861,0.98914,0.64479,0.36802,0.40601,0.22489,1.29265,0.76202,0.95451,0.008119,0.008119,0.008119
21,40164.3,1.34941,0.85716,0.98852,0.6444,0.36957,0.40695,0.22546,1.29181,0.76132,0.95411,0.00802,0.00802,0.00802
22,42368.6,1.34814,0.85551,0.98809,0.64428,0.36958,0.40793,0.22607,1.29107,0.76047,0.95374,0.007921,0.007921,0.007921
23,44556.4,1.34546,0.85484,0.98694,0.65066,0.36941,0.40888,0.22677,1.29037,0.75961,0.95328,0.007822,0.007822,0.007822
24,46938.2,1.34436,0.85138,0.98633,0.6515,0.37047,0.40976,0.22765,1.28957,0.75885,0.95285,0.007723,0.007723,0.007723
25,49667.3,1.34464,0.85206,0.98568,0.64963,0.37201,0.41061,0.22813,1.28877,0.75799,0.95249,0.007624,0.007624,0.007624
26,52645.5,1.34395,0.85168,0.98604,0.64684,0.37333,0.41141,0.22869,1.2879,0.75702,0.95208,0.007525,0.007525,0.007525
27,55521.3,1.34123,0.84663,0.98448,0.64704,0.37519,0.41218,0.22922,1.28711,0.75607,0.95178,0.007426,0.007426,0.007426
28,58224.6,1.33934,0.84564,0.98376,0.64788,0.37514,0.41298,0.23012,1.28641,0.755,0.95133,0.007327,0.007327,0.007327
29,59793.1,1.33827,0.84365,0.98389,0.6414,0.37814,0.41323,0.23055,1.28572,0.75393,0.95105,0.007228,0.007228,0.007228
30,61488.5,1.33873,0.84391,0.98279,0.64134,0.37868,0.41409,0.23103,1.28491,0.75298,0.95058,0.007129,0.007129,0.007129
31,64064.5,1.33532,0.84215,0.98319,0.64364,0.37742,0.41487,0.23173,1.28435,0.7521,0.9503,0.00703,0.00703,0.00703
32,67048.9,1.33595,0.84096,0.98291,0.64261,0.37935,0.41538,0.23195,1.28394,0.7512,0.95009,0.006931,0.006931,0.006931
33,69985.9,1.33357,0.83867,0.98228,0.63996,0.38051,0.41593,0.23238,1.28321,0.75034,0.94982,0.006832,0.006832,0.006832
34,72881.3,1.33309,0.83814,0.98118,0.63759,0.38323,0.41648,0.23294,1.28254,0.74951,0.94951,0.006733,0.006733,0.006733
35,75255.6,1.33233,0.83727,0.98108,0.63758,0.38605,0.41742,0.23334,1.28188,0.74869,0.94921,0.006634,0.006634,0.006634
36,77010.8,1.33044,0.83418,0.98075,0.63481,0.38641,0.41769,0.23385,1.28121,0.7478,0.94894,0.006535,0.006535,0.006535
37,78732.6,1.33006,0.83364,0.97987,0.63704,0.388,0.41853,0.23457,1.28035,0.74696,0.94865,0.006436,0.006436,0.006436
38,80478.3,1.33,0.83264,0.97986,0.63956,0.38845,0.41966,0.23489,1.27983,0.74629,0.94843,0.006337,0.006337,0.006337
39,82210.8,1.32836,0.83215,0.97939,0.63981,0.38829,0.42015,0.23549,1.27903,0.74552,0.94798,0.006238,0.006238,0.006238
40,83934.5,1.32758,0.83103,0.97922,0.6396,0.3882,0.42049,0.2356,1.27829,0.7447,0.94762,0.006139,0.006139,0.006139
41,86114.4,1.32479,0.83017,0.97898,0.64286,0.38842,0.42098,0.23598,1.27758,0.74376,0.94737,0.00604,0.00604,0.00604
42,88547.6,1.32313,0.82816,0.97797,0.64048,0.38928,0.42172,0.23619,1.27688,0.74287,0.94706,0.005941,0.005941,0.005941
43,90973.6,1.32406,0.82813,0.9774,0.64488,0.38864,0.42281,0.23677,1.27631,0.742,0.94674,0.005842,0.005842,0.005842
44,93406.8,1.32391,0.82568,0.97803,0.64657,0.38859,0.4238,0.23722,1.27567,0.74126,0.94647,0.005743,0.005743,0.005743
45,95840.4,1.31941,0.8227,0.97676,0.64708,0.38879,0.42474,0.23766,1.27522,0.74052,0.94618,0.005644,0.005644,0.005644
46,98272,1.322,0.82396,0.97639,0.64718,0.3898,0.42489,0.23804,1.27463,0.73988,0.94581,0.005545,0.005545,0.005545
47,100691,1.31997,0.82268,0.97644,0.65196,0.38843,0.42599,0.23852,1.27383,0.73916,0.94556,0.005446,0.005446,0.005446
48,103108,1.31936,0.82123,0.9757,0.6551,0.38822,0.42703,0.23885,1.27321,0.73857,0.9453,0.005347,0.005347,0.005347
49,105527,1.31817,0.81999,0.97469,0.65114,0.39095,0.42722,0.23911,1.27267,0.73788,0.94497,0.005248,0.005248,0.005248
50,107917,1.31583,0.81847,0.97466,0.65286,0.39068,0.42794,0.23964,1.27214,0.73714,0.94469,0.005149,0.005149,0.005149
51,110318,1.31547,0.81734,0.97392,0.65648,0.38956,0.42885,0.23989,1.27173,0.73658,0.94438,0.00505,0.00505,0.00505
52,112720,1.31352,0.81534,0.97436,0.65463,0.39232,0.42932,0.24021,1.27146,0.73594,0.94424,0.004951,0.004951,0.004951
53,115122,1.31333,0.8153,0.97335,0.65464,0.39237,0.42959,0.24056,1.27101,0.73535,0.94394,0.004852,0.004852,0.004852
54,117505,1.31349,0.81409,0.97364,0.65154,0.39368,0.43014,0.24101,1.27052,0.7348,0.94371,0.004753,0.004753,0.004753
55,119888,1.31041,0.81178,0.97252,0.65153,0.39463,0.43081,0.24161,1.26992,0.73426,0.94342,0.004654,0.004654,0.004654
56,122275,1.30979,0.8122,0.97144,0.65478,0.39498,0.43178,0.24181,1.26935,0.73361,0.94315,0.004555,0.004555,0.004555
57,124661,1.30967,0.81037,0.97186,0.66023,0.39398,0.4326,0.24195,1.26904,0.73292,0.94292,0.004456,0.004456,0.004456
58,126978,1.30804,0.80817,0.97084,0.66526,0.39221,0.43309,0.24224,1.26869,0.73238,0.94273,0.004357,0.004357,0.004357
59,129269,1.30848,0.80786,0.97126,0.6643,0.39379,0.43304,0.24259,1.26828,0.73185,0.94252,0.004258,0.004258,0.004258
60,131536,1.30588,0.80666,0.97058,0.66308,0.3937,0.43314,0.24252,1.26788,0.7313,0.94229,0.004159,0.004159,0.004159
61,133916,1.30344,0.80435,0.97004,0.66692,0.39255,0.43334,0.24283,1.26737,0.7307,0.94203,0.00406,0.00406,0.00406
62,136299,1.30282,0.80283,0.96904,0.66565,0.39309,0.43388,0.24336,1.26691,0.73026,0.94172,0.003961,0.003961,0.003961
63,138679,1.30275,0.80252,0.96895,0.66454,0.3938,0.4344,0.2437,1.26635,0.72971,0.94139,0.003862,0.003862,0.003862
64,141069,1.30187,0.80153,0.96874,0.66582,0.39386,0.43555,0.24398,1.26588,0.72927,0.94112,0.003763,0.003763,0.003763
65,143612,1.30152,0.80117,0.96823,0.66455,0.39435,0.43615,0.2444,1.26549,0.7288,0.94084,0.003664,0.003664,0.003664
66,146576,1.29878,0.79869,0.96784,0.66734,0.39307,0.43686,0.24455,1.26505,0.7284,0.9406,0.003565,0.003565,0.003565
67,149486,1.2998,0.79738,0.96737,0.66909,0.39331,0.43782,0.24511,1.26467,0.72795,0.94037,0.003466,0.003466,0.003466
68,152343,1.29676,0.79605,0.96673,0.67096,0.39259,0.43776,0.24538,1.26417,0.72748,0.94014,0.003367,0.003367,0.003367
69,154973,1.2941,0.79331,0.96631,0.67117,0.39364,0.43832,0.24564,1.26364,0.72706,0.93986,0.003268,0.003268,0.003268
70,157612,1.29408,0.79214,0.96541,0.67196,0.39275,0.4386,0.24593,1.26322,0.72659,0.93959,0.003169,0.003169,0.003169
71,160193,1.29315,0.79086,0.96514,0.67391,0.39291,0.43921,0.24619,1.26281,0.72617,0.93936,0.00307,0.00307,0.00307
72,162784,1.29149,0.78971,0.96526,0.67319,0.39391,0.43961,0.24649,1.26231,0.72569,0.93906,0.002971,0.002971,0.002971
73,165394,1.29134,0.78865,0.96432,0.66985,0.39689,0.43996,0.24687,1.26196,0.72534,0.93885,0.002872,0.002872,0.002872
74,168251,1.28947,0.78781,0.96408,0.67118,0.39684,0.44045,0.24699,1.26175,0.72512,0.93867,0.002773,0.002773,0.002773
75,170482,1.28633,0.7843,0.96269,0.67948,0.39552,0.44124,0.24723,1.26141,0.72478,0.93856,0.002674,0.002674,0.002674
76,172059,1.28557,0.78339,0.96321,0.67865,0.39663,0.44181,0.24767,1.26115,0.72436,0.93843,0.002575,0.002575,0.002575
77,174692,1.28543,0.78199,0.96216,0.67312,0.39921,0.4428,0.24785,1.26082,0.72397,0.93825,0.002476,0.002476,0.002476
78,177366,1.28391,0.7806,0.96153,0.67262,0.39912,0.44346,0.2479,1.26037,0.72368,0.93799,0.002377,0.002377,0.002377
79,180026,1.28233,0.77792,0.9608,0.67139,0.40049,0.44365,0.24804,1.26007,0.72344,0.93772,0.002278,0.002278,0.002278
80,182660,1.28054,0.77697,0.96072,0.66916,0.40087,0.44357,0.24824,1.25975,0.7229,0.9375,0.002179,0.002179,0.002179
81,185297,1.27737,0.77456,0.95891,0.66541,0.40202,0.44414,0.24864,1.25951,0.72239,0.93723,0.00208,0.00208,0.00208
82,187937,1.27747,0.77236,0.95913,0.66472,0.40162,0.44394,0.24885,1.259,0.72176,0.93695,0.001981,0.001981,0.001981
83,190580,1.27629,0.7707,0.95885,0.66239,0.40435,0.44485,0.24921,1.25859,0.72132,0.93667,0.001882,0.001882,0.001882
84,193241,1.27441,0.77043,0.95804,0.66215,0.40516,0.4449,0.24951,1.25832,0.72107,0.93651,0.001783,0.001783,0.001783
85,195882,1.27341,0.76844,0.95759,0.66221,0.40465,0.44471,0.24982,1.25807,0.72075,0.93621,0.001684,0.001684,0.001684
86,198533,1.27172,0.76592,0.9565,0.66044,0.40717,0.44583,0.25027,1.2577,0.72026,0.93593,0.001585,0.001585,0.001585
87,201173,1.27092,0.76318,0.95651,0.66041,0.40718,0.44585,0.25047,1.25723,0.71981,0.93568,0.001486,0.001486,0.001486
88,203818,1.26664,0.76061,0.9553,0.66416,0.40627,0.4465,0.25081,1.25694,0.71947,0.93539,0.001387,0.001387,0.001387
89,206460,1.26504,0.75987,0.95474,0.66742,0.40589,0.4471,0.25104,1.25662,0.71904,0.93513,0.001288,0.001288,0.001288
90,209108,1.26564,0.75831,0.95448,0.66444,0.40795,0.44804,0.25149,1.25618,0.71854,0.93488,0.001189,0.001189,0.001189
91,211400,1.29654,0.75293,0.95633,0.66329,0.40857,0.44802,0.25146,1.25601,0.71853,0.93481,0.00109,0.00109,0.00109
92,213604,1.29352,0.7489,0.95592,0.66215,0.40809,0.44778,0.25151,1.2558,0.71853,0.93472,0.000991,0.000991,0.000991
93,215807,1.29032,0.74552,0.95381,0.66207,0.40882,0.44773,0.25178,1.25556,0.71844,0.9345,0.000892,0.000892,0.000892
94,218014,1.28813,0.74237,0.9532,0.66002,0.40942,0.44803,0.25203,1.25539,0.71856,0.93432,0.000793,0.000793,0.000793
95,220218,1.28549,0.73983,0.9523,0.66435,0.40831,0.44849,0.25233,1.25528,0.71862,0.93415,0.000694,0.000694,0.000694
96,222424,1.2832,0.73708,0.95184,0.66395,0.40886,0.44859,0.25239,1.25512,0.71851,0.93403,0.000595,0.000595,0.000595
97,224634,1.28105,0.73422,0.95107,0.66242,0.40941,0.44855,0.25231,1.25507,0.71833,0.93391,0.000496,0.000496,0.000496
98,226852,1.27847,0.73172,0.94969,0.66132,0.40913,0.44854,0.25248,1.25502,0.71814,0.93384,0.000397,0.000397,0.000397
99,229062,1.27607,0.72802,0.94906,0.66059,0.40951,0.44836,0.25235,1.255,0.71796,0.9337,0.000298,0.000298,0.000298
100,231274,1.27307,0.72526,0.94845,0.66255,0.40947,0.44852,0.25231,1.2551,0.71778,0.93358,0.000199,0.000199,0.000199
