epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,9507.18,1.10254,1.22039,1.30043,0.69878,0.59264,0.67012,0.45224,1.17677,1.21046,1.33544,0.008218,0.008218,0.008218
20,9761,1.08855,1.20468,1.29534,0.66392,0.60078,0.65306,0.44702,1.16024,1.20605,1.32244,0.008119,0.008119,0.008119
21,10068.5,1.08386,1.18102,1.29259,0.71616,0.60128,0.67469,0.46221,1.14341,1.16777,1.30409,0.00802,0.00802,0.00802
22,10325.8,1.07228,1.1659,1.28759,0.70031,0.5934,0.66549,0.45106,1.17175,1.1772,1.32792,0.007921,0.007921,0.007921
23,10670.2,1.06602,1.14854,1.27607,0.72707,0.61499,0.68229,0.46765,1.13642,1.14653,1.29065,0.007822,0.007822,0.007822
24,10935.8,1.05441,1.12595,1.26436,0.76135,0.59721,0.68986,0.47442,1.14495,1.12784,1.31708,0.007723,0.007723,0.007723
25,11275.7,1.05082,1.11325,1.26726,0.73803,0.62085,0.70158,0.49358,1.10291,1.07806,1.27041,0.007624,0.007624,0.007624
26,11567.9,1.0452,1.09514,1.26018,0.74058,0.63853,0.71623,0.50294,1.12129,1.07528,1.27772,0.007525,0.007525,0.007525
27,11906.1,1.02926,1.08789,1.25204,0.73214,0.64252,0.71634,0.49414,1.11142,1.07597,1.27153,0.007426,0.007426,0.007426
28,12147.8,1.02457,1.06466,1.24832,0.73384,0.627,0.70115,0.48654,1.11776,1.07471,1.28243,0.007327,0.007327,0.007327
29,12492.4,1.01873,1.04712,1.2444,0.75333,0.64712,0.72871,0.51227,1.09173,1.0411,1.25668,0.007228,0.007228,0.007228
30,12741.7,1.00744,1.04052,1.23553,0.74904,0.66436,0.73559,0.51523,1.08754,1.012,1.25475,0.007129,0.007129,0.007129
31,13014.9,1.00921,1.01852,1.22858,0.76997,0.62638,0.72194,0.50691,1.08276,1.03315,1.25789,0.00703,0.00703,0.00703
32,13306.5,1.00667,1.00635,1.23137,0.77733,0.62606,0.72565,0.51293,1.08967,1.03283,1.26107,0.006931,0.006931,0.006931
33,13596.2,0.99358,0.9936,1.22054,0.76997,0.64092,0.73119,0.51314,1.08253,1.00756,1.24774,0.006832,0.006832,0.006832
34,13897,0.99005,0.98461,1.21915,0.77899,0.6513,0.73543,0.52337,1.07632,1.01304,1.24534,0.006733,0.006733,0.006733
35,14215.7,0.98691,0.97881,1.2209,0.76533,0.63787,0.72309,0.51342,1.08311,1.02972,1.25484,0.006634,0.006634,0.006634
36,14462.9,0.97018,0.96432,1.21116,0.74974,0.67266,0.73962,0.52868,1.0753,0.97652,1.24549,0.006535,0.006535,0.006535
37,14747.6,0.97099,0.95044,1.20589,0.79258,0.65237,0.74177,0.52285,1.08446,0.98422,1.24733,0.006436,0.006436,0.006436
38,15013.5,0.97058,0.94521,1.20568,0.77792,0.65961,0.74243,0.5264,1.08073,0.97008,1.24715,0.006337,0.006337,0.006337
39,15322.2,0.96189,0.92735,1.19793,0.76275,0.65394,0.74115,0.52875,1.06446,0.98599,1.24281,0.006238,0.006238,0.006238
40,15688.2,0.95832,0.92018,1.19463,0.78765,0.65443,0.74412,0.52949,1.08017,0.96793,1.24987,0.006139,0.006139,0.006139
41,16097.8,0.94953,0.90748,1.19256,0.78009,0.65876,0.74659,0.53823,1.06128,0.94817,1.23635,0.00604,0.00604,0.00604
42,16399.5,0.94457,0.89019,1.18513,0.7825,0.67458,0.7545,0.54085,1.06535,0.94243,1.22966,0.005941,0.005941,0.005941
43,16629.4,0.9401,0.88417,1.18083,0.80411,0.65962,0.75992,0.54925,1.05569,0.93684,1.23126,0.005842,0.005842,0.005842
44,16847,0.94028,0.88171,1.18197,0.77908,0.66991,0.74989,0.54506,1.0558,0.95321,1.22822,0.005743,0.005743,0.005743
45,17152.2,0.92615,0.86543,1.17168,0.80039,0.67917,0.76553,0.55491,1.05847,0.91976,1.22559,0.005644,0.005644,0.005644
46,17429.4,0.92163,0.85481,1.16902,0.81721,0.65607,0.76101,0.54748,1.05965,0.93741,1.22841,0.005545,0.005545,0.005545
47,17768.9,0.90783,0.84026,1.16458,0.80233,0.68188,0.76655,0.55246,1.05064,0.92761,1.21756,0.005446,0.005446,0.005446
48,18065.3,0.90743,0.8384,1.16292,0.80576,0.68451,0.77016,0.55526,1.05131,0.91637,1.22456,0.005347,0.005347,0.005347
49,18358.7,0.9068,0.82972,1.15854,0.80925,0.68063,0.77116,0.55812,1.04765,0.90178,1.21879,0.005248,0.005248,0.005248
50,18614.7,0.90647,0.82446,1.15958,0.79715,0.67795,0.7599,0.55034,1.04947,0.93089,1.2199,0.005149,0.005149,0.005149
51,18933.6,0.89191,0.81262,1.14779,0.82828,0.66511,0.76619,0.56083,1.03409,0.9133,1.21131,0.00505,0.00505,0.00505
52,19269.8,0.89082,0.80547,1.14813,0.80442,0.6806,0.76692,0.55477,1.03534,0.91344,1.21483,0.004951,0.004951,0.004951
53,19575.5,0.88791,0.79968,1.1486,0.79805,0.69296,0.77306,0.56258,1.03451,0.88802,1.2118,0.004852,0.004852,0.004852
54,19904.9,0.88592,0.79193,1.14591,0.80324,0.68403,0.77287,0.56265,1.04757,0.90318,1.2181,0.004753,0.004753,0.004753
55,20236.7,0.87891,0.78076,1.14209,0.80887,0.68699,0.77353,0.56102,1.05118,0.89211,1.22467,0.004654,0.004654,0.004654
56,20467.3,0.87447,0.77299,1.13501,0.81924,0.68015,0.77558,0.56592,1.03868,0.89472,1.21484,0.004555,0.004555,0.004555
57,20799.4,0.85984,0.75651,1.12986,0.80604,0.69225,0.77642,0.56725,1.04446,0.88653,1.2203,0.004456,0.004456,0.004456
58,21048,0.86636,0.75911,1.12875,0.81273,0.69842,0.78221,0.57168,1.03947,0.88206,1.21299,0.004357,0.004357,0.004357
59,21323,0.85936,0.74694,1.12977,0.80579,0.70207,0.78074,0.57461,1.0423,0.88109,1.22257,0.004258,0.004258,0.004258
60,21609.1,0.85959,0.73679,1.12335,0.82632,0.68656,0.77779,0.56948,1.03903,0.88464,1.21751,0.004159,0.004159,0.004159
61,21891.5,0.85567,0.72705,1.12093,0.82409,0.69024,0.78041,0.56952,1.04348,0.88302,1.21499,0.00406,0.00406,0.00406
62,22146.8,0.85004,0.72717,1.11633,0.80068,0.70504,0.77803,0.57053,1.03879,0.8778,1.21808,0.003961,0.003961,0.003961
63,22475.9,0.84395,0.71609,1.11542,0.81184,0.69764,0.78043,0.57401,1.03567,0.87786,1.21499,0.003862,0.003862,0.003862
64,22754.6,0.83716,0.7045,1.10497,0.82422,0.70126,0.78364,0.57707,1.03102,0.869,1.20776,0.003763,0.003763,0.003763
65,23036.4,0.82892,0.69674,1.10368,0.79991,0.71244,0.77973,0.57167,1.03955,0.88344,1.22556,0.003664,0.003664,0.003664
66,23327.8,0.83006,0.69359,1.10502,0.80863,0.70277,0.77788,0.57448,1.03426,0.88118,1.21253,0.003565,0.003565,0.003565
67,23637,0.82343,0.68711,1.09861,0.81158,0.7068,0.78167,0.57496,1.03744,0.86673,1.21615,0.003466,0.003466,0.003466
68,23919.4,0.81923,0.67764,1.10093,0.83306,0.69281,0.78369,0.57798,1.0258,0.87351,1.20581,0.003367,0.003367,0.003367
69,24197,0.80726,0.67516,1.09336,0.82178,0.70248,0.78467,0.57817,1.03414,0.87142,1.21604,0.003268,0.003268,0.003268
70,24469.7,0.80679,0.66265,1.0906,0.82682,0.69932,0.78356,0.57551,1.03782,0.87363,1.21647,0.003169,0.003169,0.003169
71,24771.9,0.80755,0.66714,1.09284,0.80784,0.6998,0.77854,0.57211,1.03559,0.88813,1.21577,0.00307,0.00307,0.00307
72,25073.7,0.80168,0.65642,1.08729,0.83312,0.699,0.78442,0.57992,1.03409,0.87146,1.22544,0.002971,0.002971,0.002971
73,25359.3,0.79105,0.64459,1.08348,0.81636,0.69738,0.78046,0.57557,1.04031,0.88691,1.22137,0.002872,0.002872,0.002872
74,25616.3,0.79019,0.63707,1.07738,0.82338,0.69161,0.77801,0.57483,1.03758,0.8847,1.21678,0.002773,0.002773,0.002773
75,25893.2,0.78467,0.63786,1.08221,0.83003,0.68184,0.77642,0.57349,1.03644,0.89055,1.21532,0.002674,0.002674,0.002674
76,26153.6,0.78299,0.63081,1.0774,0.81676,0.69853,0.78347,0.57368,1.04481,0.87401,1.22635,0.002575,0.002575,0.002575
77,26466.4,0.77954,0.62552,1.07602,0.81531,0.7025,0.78586,0.57873,1.04167,0.87569,1.21849,0.002476,0.002476,0.002476
78,26761.9,0.77358,0.61484,1.06761,0.82743,0.69688,0.78348,0.57686,1.04266,0.8762,1.22384,0.002377,0.002377,0.002377
79,27065.9,0.76858,0.6131,1.06827,0.83955,0.68097,0.78229,0.57692,1.04143,0.87487,1.223,0.002278,0.002278,0.002278
80,27359.1,0.76557,0.60847,1.06829,0.81304,0.70129,0.78266,0.57643,1.03794,0.88313,1.21731,0.002179,0.002179,0.002179
81,27692.1,0.75952,0.5959,1.06302,0.81472,0.69804,0.78068,0.57578,1.04235,0.8892,1.22236,0.00208,0.00208,0.00208
82,28011.6,0.75764,0.59587,1.06439,0.80304,0.70854,0.78179,0.57862,1.03799,0.88388,1.2215,0.001981,0.001981,0.001981
83,28311.2,0.74751,0.59045,1.05784,0.84201,0.67619,0.78087,0.57877,1.03812,0.87987,1.22188,0.001882,0.001882,0.001882
84,28596.2,0.74667,0.58514,1.0567,0.83145,0.67788,0.77905,0.57683,1.04063,0.88448,1.22486,0.001783,0.001783,0.001783
85,28916.4,0.73366,0.57808,1.05306,0.84248,0.67416,0.77893,0.57449,1.04385,0.88711,1.22713,0.001684,0.001684,0.001684
86,29186.2,0.73995,0.57281,1.05082,0.84295,0.68049,0.77961,0.57642,1.04072,0.88156,1.22611,0.001585,0.001585,0.001585
87,29510.2,0.73136,0.56462,1.04749,0.83581,0.68821,0.7798,0.57945,1.03743,0.88439,1.22195,0.001486,0.001486,0.001486
88,29790.4,0.73137,0.56468,1.05031,0.83101,0.69199,0.78144,0.58048,1.03833,0.88351,1.2208,0.001387,0.001387,0.001387
89,30150.2,0.72778,0.56248,1.0476,0.81905,0.70051,0.78316,0.58216,1.03857,0.88176,1.22381,0.001288,0.001288,0.001288
90,30436.4,0.72491,0.56115,1.04513,0.82669,0.69147,0.78144,0.57765,1.03956,0.88624,1.22461,0.001189,0.001189,0.001189
91,30748.5,0.66507,0.42137,0.98879,0.82786,0.69281,0.77828,0.57419,1.04367,0.88478,1.23253,0.00109,0.00109,0.00109
92,31000,0.6478,0.39973,0.97953,0.82668,0.69478,0.77723,0.57428,1.04783,0.89454,1.23942,0.000991,0.000991,0.000991
93,31271.2,0.639,0.38958,0.97137,0.85215,0.67716,0.77612,0.57423,1.05006,0.90197,1.24602,0.000892,0.000892,0.000892
94,31553.2,0.63494,0.38582,0.97261,0.84746,0.6849,0.77716,0.57484,1.05652,0.90544,1.25228,0.000793,0.000793,0.000793
95,31838.1,0.62959,0.38003,0.96789,0.846,0.68257,0.77513,0.57584,1.05719,0.91266,1.25205,0.000694,0.000694,0.000694
96,32108.6,0.62303,0.37406,0.9639,0.84675,0.67381,0.77433,0.57441,1.05868,0.91656,1.25465,0.000595,0.000595,0.000595
97,32425.8,0.61958,0.37253,0.96207,0.83549,0.68525,0.77378,0.57399,1.0594,0.92129,1.25577,0.000496,0.000496,0.000496
98,32691.9,0.61026,0.36414,0.95524,0.83576,0.68317,0.77309,0.57328,1.06058,0.92732,1.25663,0.000397,0.000397,0.000397
99,32976.7,0.60615,0.36129,0.95326,0.84462,0.67621,0.7727,0.57284,1.06281,0.932,1.25855,0.000298,0.000298,0.000298
100,33244.1,0.60657,0.35988,0.95431,0.83373,0.68348,0.77274,0.57254,1.06401,0.93217,1.26132,0.000199,0.000199,0.000199
